/tmp/sa_tskim-vapasr-env-local/lib/python3.11/site-packages/torch/backends/__init__.py:46: UserWarning: Please use the new API settings to control TF32 behavior, such as torch.backends.cudnn.conv.fp32_precision = 'tf32' or torch.backends.cuda.matmul.fp32_precision = 'ieee'. Old settings, e.g, torch.backends.cuda.matmul.allow_tf32 = True, torch.backends.cudnn.allow_tf32 = True, allowTF32CuDNN() and allowTF32CuBLAS() will be deprecated after Pytorch 2.9. Please see https://pytorch.org/docs/main/notes/cuda.html#tensorfloat-32-tf32-on-ampere-and-later-devices (Triggered internally at /pytorch/aten/src/ATen/Context.cpp:80.)
  self.setter(val)
START rank=0 total=5623 remaining=5623 deltas=[6]
OneLogger: Setting error_handling_strategy to DISABLE_QUIETLY_AND_REPORT_METRIC_ERROR for rank (rank=0) with OneLogger disabled. To override: explicitly set error_handling_strategy parameter.
Final configuration contains 0 exporter(s)
No exporters were provided. This means that no telemetry data will be collected.
nemotron encoder 학습: 서브샘플링 Triton 커널 끔(fuse_triton=False)
The tokenizer you are loading from '/soundai/Model/VAPASR/hf-approved-qwen-v1-e10-n2/checkpoint-35000' with an incorrect regex pattern: https://huggingface.co/mistralai/Mistral-Small-3.1-24B-Instruct-2503/discussions/84#69121093e8b480e709447d5e. This will lead to incorrect tokenization. You should set the `fix_mistral_regex=True` flag when loading this tokenizer to fix this issue.
PARITY rank=0 lang=Korean delta=6 samples=2 PASS
PROGRESS rank=0 predictions=128/5623 dataset=kspon-eval_clean delta=6 batch=128 encode_s=7.2 decode_s=3.3 elapsed_s=16.4 peak_gpu_gb=7.10
PROGRESS rank=0 predictions=4538/5623 dataset=librispeech-test-other delta=6 batch=128 encode_s=6.0 decode_s=8.1 elapsed_s=721.8 peak_gpu_gb=26.27
PROGRESS rank=0 predictions=4666/5623 dataset=librispeech-test-other delta=6 batch=128 encode_s=6.1 decode_s=9.3 elapsed_s=737.4 peak_gpu_gb=26.27
PROGRESS rank=0 predictions=4794/5623 dataset=librispeech-test-other delta=6 batch=128 encode_s=6.4 decode_s=10.2 elapsed_s=754.1 peak_gpu_gb=26.27
PROGRESS rank=0 predictions=4922/5623 dataset=librispeech-test-other delta=6 batch=128 encode_s=6.3 decode_s=11.3 elapsed_s=771.9 peak_gpu_gb=26.27
PROGRESS rank=0 predictions=5050/5623 dataset=librispeech-test-other delta=6 batch=128 encode_s=6.2 decode_s=12.9 elapsed_s=791.1 peak_gpu_gb=26.27
PROGRESS rank=0 predictions=5178/5623 dataset=librispeech-test-other delta=6 batch=128 encode_s=6.7 decode_s=17.2 elapsed_s=815.1 peak_gpu_gb=26.27
PROGRESS rank=0 predictions=5306/5623 dataset=librispeech-test-other delta=6 batch=128 encode_s=6.9 decode_s=19.5 elapsed_s=841.6 peak_gpu_gb=26.27
PROGRESS rank=0 predictions=5434/5623 dataset=librispeech-test-other delta=6 batch=128 encode_s=6.4 decode_s=22.8 elapsed_s=870.9 peak_gpu_gb=26.27
PROGRESS rank=0 predictions=5562/5623 dataset=librispeech-test-other delta=6 batch=128 encode_s=6.6 decode_s=32.1 elapsed_s=909.7 peak_gpu_gb=26.27
PROGRESS rank=0 predictions=5623/5623 dataset=librispeech-test-other delta=6 batch=61 encode_s=3.5 decode_s=61.0 elapsed_s=974.4 peak_gpu_gb=26.27
DONE rank=0 predictions=5623
