type	id	raw	target	ok?	note
plain	8500-258287-0000	WHEN THE TWO PARTIES CAME TO BLOWS SOME OF KING AL SAMANDAL'S PAGES FLED	when the two parties came to blows some of king al samandal's pages fled		
plain	7228-98238-0043	HIM THAT I SPEAK OF SAID THE LANDLORD MISTER PUMBLECHOOK IS HE UNGRATEFUL TO NO ONE ELSE NO DOUBT HE WOULD BE IF HE COULD RETURNED THE LANDLORD BUT HE CAN'T AND WHY BECAUSE PUMBLECHOOK DONE EVERYTHING FOR HIM DOES PUMBLECHOOK SAY SO	him that i speak of said the landlord mister pumblechook is he ungrateful to no one else no doubt he would be if he could returned the landlord but he can't and why because pumblechook done everything for him does pumblechook say so		
plain	2270-156683-0019	FATHER'S UNCLE MARGARET CORRECTED ALTHOUGH AS A MATTER OF FACT JUDGE PAGET HAD BEEN NO NEARER THAN HER FATHER'S SECOND COUSIN BUT FATHER ALWAYS CALLED HIM UNCLE MARGARET ASSURED HERSELF INWARDLY TO THE QUINCY PORT CLAIM SHE SAID NOTHING	father's uncle margaret corrected although as a matter of fact judge paget had been no nearer than her father's second cousin but father always called him uncle margaret assured herself inwardly to the quincy port claim she said nothing		
plain	2067-143536-0040	AY OH QUEEN NEARLY ALL OF THEM I SAID AND I SAW THEM GLOWER AT ME AS I SAID IT THEN TELL TO ME AND THIS GREAT COMPANY THE TALE WHEREOF I HAVE HEARD	ay oh queen nearly all of them i said and i saw them glower at me as i said it then tell to me and this great company the tale whereof i have heard		
plain	5653-46266-0001	KEITH HAD MADE SEVERAL TRIPS TO THE KITCHEN AND CAME BACK EACH TIME WITH HIS HANDS FULL OLD DAPHNE THE COOK NEVER COULD FIND IT IN HER HEART TO REFUSE MARSE SYDNEY'S BOYS ANYTHING	keith had made several trips to the kitchen and came back each time with his hands full old daphne the cook never could find it in her heart to refuse marse sydney's boys anything		
plain	8040-260924-0013	SHE MUST HAVE FORGOTTEN IT THEN WHEN SHE FLED FROM WHAT SHE PROBABLY THOUGHT WAS MURDER AND WHAT MIGHT WELL HAVE BEEN	she must have forgotten it then when she fled from what she probably thought was murder and what might well have been		
plain	7764-106805-0027	INCLUDING ALL STOPS AND ALL DELAYS BUT IN A SHORT TIME THE AVERAGE TRIP WAS MADE REGULARLY IN NINE DAYS	including all stops and all delays but in a short time the average trip was made regularly in nine days		
plain	252-128411-0001	LITTLE LEARNING MAKES THE WHOLE WORLD KIN PROVERBS	little learning makes the whole world kin proverbs		
plain	5296-26680-0037	THE DOCTOR'S VOICE BROKE THE SILENCE WITH SUDDEN IMPULSE IN THIS SHE SPEAKS AS IF SHE KNEW NOTHING ABOUT YOUR MARRIAGE I TOLD YOU I HAD NEGLECTED HER CRIED DAVID CONTRITELY	the doctor's voice broke the silence with sudden impulse in this she speaks as if she knew nothing about your marriage i told you i had neglected her cried david contritely		
plain	8678-280914-0045	I WAS CUT TO THE HEART BY YOUR LETTER I WONDER YOU WERE NOT ASHAMED MY DEAR BUT UNJUST FRIEND TO BEHAVE LIKE THIS TO ONE OF YOUR MOST DEVOTED FRIENDS WHY BE IN SUCH A HURRY AND WITHOUT EXPLAINING THINGS FULLY	i was cut to the heart by your letter i wonder you were not ashamed my dear but unjust friend to behave like this to one of your most devoted friends why be in such a hurry and without explaining things fully		
plain	5172-29468-0018	PERHAPS HE HAS FALLEN DOWN A DISUSED MINE EDRED SUGGESTED	perhaps he has fallen down a disused mine edred suggested		
plain	2748-160959-0012	SO THAT NO ONE COULD HAVE POSSIBLY TAKEN HIM FOR A PRINCE ALL THE BEAUTIFUL LITTLE DOGS HE HAD TAKEN SO MUCH TROUBLE TO COLLECT HAD BEEN LOST IN THE FOREST AND HE WAS THOROUGHLY WEARY AND DISHEARTENED HOWEVER SOMETHING SEEMED TO BID HIM ENTER THE CASTLE	so that no one could have possibly taken him for a prince all the beautiful little dogs he had taken so much trouble to collect had been lost in the forest and he was thoroughly weary and disheartened however something seemed to bid him enter the castle		
plain	8625-268295-0020	THERE ARE PLENTY BEGINNING WITH BOTH	there are plenty beginning with both		
plain	5826-53497-0017	THEN LADY JULIA TRIED TO COMFORT HIM AND SUCCEEDED SO FAR THAT HE WAS INDUCED TO EAT THE MINCE VEAL THAT HAD BEEN INTENDED FOR THE COMFORT AND SUPPORT OF THE TWO YOUNG LADIES WHO HAD RUN AWAY	then lady julia tried to comfort him and succeeded so far that he was induced to eat the mince veal that had been intended for the comfort and support of the two young ladies who had run away		
plain	8466-274557-0010	OF THE SWEETEST PANTALOONS EVER MADE BY BOURDON THE DAINTIEST ROBE DE CHAMBRE EVER PUT TOGETHER BY ROMBERT TO SAY NOTHING OF THE TAKING MY HAIR OUT OF PAPER NOT TO MENTION THE TROUBLE I SHOULD HAVE IN DRAWING OFF MY GLOVES	of the sweetest pantaloons ever made by bourdon the daintiest robe de chambre ever put together by rombert to say nothing of the taking my hair out of paper not to mention the trouble i should have in drawing off my gloves		
plain	3969-6872-0021	WHICH GREATLY AMUSED HIM HE ENTREATED ME TO LET HIM SEE HER PORTRAIT HE INFORMED ME THAT SHE WAS STILL AN INMATE OF THE PARC AUX CERFS	which greatly amused him he entreated me to let him see her portrait he informed me that she was still an inmate of the parc aux cerfs		
plain	8625-211892-0012	I MOVED CAUTIOUSLY AWAY AND TAKING UP THE PAIL RETURNED TO THE COTTAGE I NOW FILLED THE KETTLE AND SET IT UPON THE FIRE AND PROCEEDED TO SPREAD THE CLOTH A LUXURIOUS INSTITUTION OF CHARMIAN'S ON WHICH SHE INSISTED AND TO LAY OUT THE BREAKFAST THINGS	i moved cautiously away and taking up the pail returned to the cottage i now filled the kettle and set it upon the fire and proceeded to spread the cloth a luxurious institution of charmian's on which she insisted and to lay out the breakfast things		
plain	5132-26564-0016	NOBODY SAID ANYTHING ABOUT HAVING TO RUN TO WIN THE RACE SHE REPLIED SO I FLEW INSTEAD	nobody said anything about having to run to win the race she replied so i flew instead		
plain	7205-96093-0026	YOU WILL REMEMBER MOTHER TONTAINE THE COUNTESS LISTENED WITH DISMAY WHAT HAD SHE DONE	you will remember mother tontaine the countess listened with dismay what had she done		
plain	2270-3545-0039	THEN SUDDENLY PAULA SHE CALLED PAULA HERE I AM MARGUERITE AND PAULA CAME CLOSER TAKING HER HAND AH YOU ARE HERE THANKS DEAR PAULA SHE GASPED	then suddenly paula she called paula here i am marguerite and paula came closer taking her hand ah you are here thanks dear paula she gasped		
