type	id	raw	target	ok?	note
quarantined	KsponSpeech_267000	일 없음 아마 u/ 또 주실 걸? 한 적어도 한 2+ (2주)/(이 주), (3주)/(삼 주)는 줄 거 같은데 또?	일 없음 아마 또 주실 걸 한 적어도 한 2 이 주 삼 주는 줄 거 같은데 또		
quarantined	KsponSpeech_337641	야 그러 지짜+ 그렇게 생각하고 있는데 b/ 말을 못 꺼내겠어. b/ 1녀+ (1년)/(일 년) 쉬고 b/ 이케 돈 쫌 모아서 대학 좀 케 다니고 하/ 해야겠다 했는데 b/ 전문대 휴학하고 하면은 너무 늦으니까.	야 그러 지짜 그렇게 생각하고 있는데 말을 못 꺼내겠어 1녀 일 년 쉬고 이케 돈 쫌 모아서 대학 좀 케 다니고 하 해야겠다 했는데 전문대 휴학하고 하면은 너무 늦으니까		
quarantined	KsponSpeech_249305	12월 달에 사지 않았냐? (12월)/(십 이 월) b/ 그때 너 맥도날드에서 사지 않았냐? 그때 나랑 맥도날드에서 얘기하면서? 그래서 너 집 가서 샀지. 그러면은 좀 좀 됐지. (20)/(이십) 며칠이지 (12월)/(십 이 월) (20)/(이십) 며칠인데, 나 저 내려가기 전이니까 (20)/(이십), (23일)/(이십 삼 일)이나 (22일)/(이십 이 일)쯤 시켰을걸?	12월 달에 사지 않았냐 십 이 월 그때 너 맥도날드에서 사지 않았냐 그때 나랑 맥도날드에서 얘기하면서 그래서 너 집 가서 샀지 그러면은 좀 좀 됐지 이십 며칠이지 십 이 월 이십 며칠인데 나 저 내려가기 전이니까 이십 이십 삼 일이나 이십 이 일쯤 시켰을걸		
quarantined	KsponSpeech_290252	b/ 4태욱이처럼 누워있었어?	4태욱이처럼 누워있었어		
plain	KsponSpeech_287529	o/ n/ 맨날 가면 너무 많이 기다려야 되가지고 b/ 안 갔지.	맨날 가면 너무 많이 기다려야 되가지고 안 갔지		
plain	KsponSpeech_313158	아니, 근데 그게 가능해? 그러면은 그 만 명이 다 세 번 지원해서 안 돼서 b/ 그냥 면제받을려고 할 거 아니야.	아니 근데 그게 가능해 그러면은 그 만 명이 다 세 번 지원해서 안 돼서 그냥 면제받을려고 할 거 아니야		
plain	KsponSpeech_362980	문화의 거리가 돼버렸어. b/	문화의 거리가 돼버렸어		
plain	KsponSpeech_361916	어? 기억이 안 나.	어 기억이 안 나		
plain	KsponSpeech_264613	근데 뭐 사천 음식은 사천 원보단 비쌀 거 아냐.	근데 뭐 사천 음식은 사천 원보단 비쌀 거 아냐		
plain	KsponSpeech_371804	o/ 아 그래요?	아 그래요		
